Mod:Item:MetaData, Localized Name
RotaryCraft:rotarycraft_item_motion:32000, Motion Tracker (32000 kJ)
RotaryCraft:rotarycraft_item_vacuum:32000, Vacuum (32000 kJ)
RotaryCraft:rotarycraft_item_stungun:32000, Knockback Gun (32000 kJ)
RotaryCraft:rotarycraft_item_gravelgun:32000, Gravel Gun (32000 kJ)
RotaryCraft:rotarycraft_item_fireball:32000, Fireball Launcher (32000 kJ)
RotaryCraft:rotarycraft_item_bedpick, item.item.bedpick.name
RotaryCraft:rotarycraft_item_bedaxe, item.item.bedaxe.name
RotaryCraft:rotarycraft_item_bedshovel, item.item.bedshovel.name
RotaryCraft:rotarycraft_item_nvg:8192, Night Vision Goggles (8192 kJ)
RotaryCraft:rotarycraft_item_handcraft, item.item.handcraft.name
RotaryCraft:rotarycraft_item_railgun:0, RailGun Ammunition (1 kg)
RotaryCraft:rotarycraft_item_railgun:1, RailGun Ammunition (2 kg)
RotaryCraft:rotarycraft_item_railgun:2, RailGun Ammunition (4 kg)
RotaryCraft:rotarycraft_item_railgun:3, RailGun Ammunition (8 kg)
RotaryCraft:rotarycraft_item_railgun:4, RailGun Ammunition (16 kg)
RotaryCraft:rotarycraft_item_railgun:5, RailGun Ammunition (32 kg)
RotaryCraft:rotarycraft_item_railgun:6, RailGun Ammunition (64 kg)
RotaryCraft:rotarycraft_item_railgun:7, RailGun Ammunition (128 kg)
RotaryCraft:rotarycraft_item_railgun:8, RailGun Ammunition (256 kg)
RotaryCraft:rotarycraft_item_railgun:9, RailGun Ammunition (512 kg)
RotaryCraft:rotarycraft_item_railgun:10, RailGun Ammunition (1024 kg)
RotaryCraft:rotarycraft_item_railgun:11, RailGun Ammunition (2048 kg)
RotaryCraft:rotarycraft_item_railgun:12, RailGun Ammunition (4096 kg)
RotaryCraft:rotarycraft_item_railgun:13, RailGun Ammunition (8192 kg)
RotaryCraft:rotarycraft_item_railgun:14, RailGun Ammunition (16384 kg)
RotaryCraft:rotarycraft_item_railgun:15, RailGun Ammunition (32768 kg)
RotaryCraft:rotarycraft_item_bucket:0, Lubricant Bucket
RotaryCraft:rotarycraft_item_bucket:1, Jet Fuel Bucket
RotaryCraft:rotarycraft_item_bucket:2, Ethanol Bucket
RotaryCraft:rotarycraft_item_bucket:3, Liquid Nitrogen Bucket
RotaryCraft:rotarycraft_item_bucket:4, Molten HSLA Steel Bucket
RotaryCraft:rotarycraft_item_target, item.item.target.name
RotaryCraft:rotarycraft_item_iogoggles, item.item.iogoggles.name
RotaryCraft:rotarycraft_item_slide:0, Projector Slide (0)
RotaryCraft:rotarycraft_item_slide:1, Projector Slide (1)
RotaryCraft:rotarycraft_item_slide:2, Projector Slide (2)
RotaryCraft:rotarycraft_item_slide:3, Projector Slide (3)
RotaryCraft:rotarycraft_item_slide:4, Projector Slide (4)
RotaryCraft:rotarycraft_item_slide:5, Projector Slide (5)
RotaryCraft:rotarycraft_item_slide:6, Projector Slide (6)
RotaryCraft:rotarycraft_item_slide:7, Projector Slide (7)
RotaryCraft:rotarycraft_item_slide:8, Projector Slide (8)
RotaryCraft:rotarycraft_item_slide:9, Projector Slide (9)
RotaryCraft:rotarycraft_item_slide:10, Projector Slide (10)
RotaryCraft:rotarycraft_item_slide:11, Projector Slide (11)
RotaryCraft:rotarycraft_item_slide:12, Projector Slide (12)
RotaryCraft:rotarycraft_item_slide:13, Projector Slide (13)
RotaryCraft:rotarycraft_item_slide:14, Projector Slide (14)
RotaryCraft:rotarycraft_item_slide:15, Projector Slide (15)
RotaryCraft:rotarycraft_item_slide:16, Projector Slide (16)
RotaryCraft:rotarycraft_item_slide:17, Projector Slide (17)
RotaryCraft:rotarycraft_item_slide:18, Projector Slide (18)
RotaryCraft:rotarycraft_item_slide:19, Projector Slide (19)
RotaryCraft:rotarycraft_item_slide:20, Projector Slide (20)
RotaryCraft:rotarycraft_item_slide:21, Projector Slide (21)
RotaryCraft:rotarycraft_item_slide:22, Projector Slide (22)
RotaryCraft:rotarycraft_item_slide:23, Projector Slide (23)
RotaryCraft:rotarycraft_item_slide:24, Projector Slide (Custom)
RotaryCraft:rotarycraft_item_key, item.item.key.name
RotaryCraft:rotarycraft_item_shell, item.item.shell.name
RotaryCraft:rotarycraft_item_minecart, item.item.ethacart.name
RotaryCraft:rotarycraft_item_bedhelm, item.item.bedhelm.name
RotaryCraft:rotarycraft_item_bedchest, item.item.bedchest.name
RotaryCraft:rotarycraft_item_bedlegs, item.item.bedlegs.name
RotaryCraft:rotarycraft_item_bedboots, item.item.bedboots.name
RotaryCraft:rotarycraft_item_tileselector, item.item.tileselector.name
RotaryCraft:rotarycraft_item_bedpack, item.item.jetchest.name
RotaryCraft:rotarycraft_item_steelpick, item.item.steelpick.name
RotaryCraft:rotarycraft_item_steelaxe, item.item.steelaxe.name
RotaryCraft:rotarycraft_item_steelshovel, item.item.steelshovel.name
RotaryCraft:rotarycraft_item_steelhelmet, item.item.steelhelmet.name
RotaryCraft:rotarycraft_item_steelchest, item.item.steelchest.name
RotaryCraft:rotarycraft_item_steellegs, item.item.steellegs.name
RotaryCraft:rotarycraft_item_steelboots, item.item.steelboots.name
RotaryCraft:rotarycraft_item_strongcoil:0, High-Strength Spring (0 kJ)
RotaryCraft:rotarycraft_item_strongcoil:1, High-Strength Spring (1 kJ)
RotaryCraft:rotarycraft_item_strongcoil:2, High-Strength Spring (2 kJ)
RotaryCraft:rotarycraft_item_strongcoil:4, High-Strength Spring (4 kJ)
RotaryCraft:rotarycraft_item_strongcoil:8, High-Strength Spring (8 kJ)
RotaryCraft:rotarycraft_item_strongcoil:16, High-Strength Spring (16 kJ)
RotaryCraft:rotarycraft_item_strongcoil:32, High-Strength Spring (32 kJ)
RotaryCraft:rotarycraft_item_strongcoil:64, High-Strength Spring (64 kJ)
RotaryCraft:rotarycraft_item_strongcoil:128, High-Strength Spring (128 kJ)
RotaryCraft:rotarycraft_item_strongcoil:256, High-Strength Spring (256 kJ)
RotaryCraft:rotarycraft_item_strongcoil:512, High-Strength Spring (512 kJ)
RotaryCraft:rotarycraft_item_strongcoil:1024, High-Strength Spring (1024 kJ)
RotaryCraft:rotarycraft_item_strongcoil:2048, High-Strength Spring (2048 kJ)
RotaryCraft:rotarycraft_item_strongcoil:4096, High-Strength Spring (4096 kJ)
RotaryCraft:rotarycraft_item_strongcoil:8192, High-Strength Spring (8192 kJ)
RotaryCraft:rotarycraft_item_strongcoil:16384, High-Strength Spring (16384 kJ)
RotaryCraft:rotarycraft_item_strongcoil:30000, High-Strength Spring (30000 kJ)
RotaryCraft:rotarycraft_item_jetpack, item.item.ethanoljetpack.name
RotaryCraft:rotarycraft_item_pump:32000, Spring-Powered Pump (32000 kJ)
RotaryCraft:rotarycraft_item_jump:24000, Spring Boots (24000 kJ)
RotaryCraft:rotarycraft_item_bedjump:24000, Bedrock Spring Boots
RotaryCraft:rotarycraft_item_fuel, item.item.fueltank.name
RotaryCraft:rotarycraft_item_bedhoe, item.item.bedrockhoe.name
RotaryCraft:rotarycraft_item_steelhoe, item.item.steelhoe.name
RotaryCraft:rotarycraft_item_bedsword, item.item.bedrocksword.name
RotaryCraft:rotarycraft_item_steelsword, item.item.steelsword.name
RotaryCraft:rotarycraft_item_bedshears, item.item.bedrockshears.name
RotaryCraft:rotarycraft_item_steelshears, item.item.steelshears.name
RotaryCraft:rotarycraft_item_flamethrower:32000, item.flamethrower (32000 kJ)
RotaryCraft:rotarycraft_item_disk, item.item.musicboxdisc.name
RotaryCraft:rotarycraft_item_upgrade:0, Performance Engine Upgrade
RotaryCraft:rotarycraft_item_upgrade:1, Redstone Cooling Upgrade
RotaryCraft:rotarycraft_item_upgrade:2, Magnetic Coil Upgrade
RotaryCraft:rotarycraft_item_upgrade:2, Magnetic Coil Upgrade
RotaryCraft:rotarycraft_item_upgrade:3, Flux Conductance Upgrade
RotaryCraft:rotarycraft_item_upgrade:4, Thermal Stability Upgrade
RotaryCraft:rotarycraft_item_upgrade:5, Torsion Resistance Upgrade
RotaryCraft:rotarycraft_item_upgrade:6, Afterburner Upgrade
RotaryCraft:rotarycraft_item_upgrade:7, Resonance Stability Upgrade
RotaryCraft:rotarycraft_item_upgrade:8, Flux Amplitude Upgrade
RotaryCraft:rotarycraft_item_craftpattern, item.item.craftpattern.name
RotaryCraft:rotarycraft_item_bedsickle, item.item.bedsickle.name
RotaryCraft:rotarycraft_item_steelsickle, item.item.steelsickle.name
RotaryCraft:rotarycraft_item_grafter:32000, Spring-Powered Grafter (32000 kJ)
RotaryCraft:rotarycraft_item_bedgrafter, item.item.bedgrafter.name
RotaryCraft:rotarycraft_item_bedsaw, item.item.bedsaw.name
RotaryCraft:rotarycraft_item_bedreveal, item.item.bedreveal.name
RotaryCraft:rotarycraft_item_machine:0, Bedrock Breaker
RotaryCraft:rotarycraft_item_machine:4, Bevel Gears
RotaryCraft:rotarycraft_item_machine:6, Shaft Junction
RotaryCraft:rotarycraft_item_machine:6, Shaft Junction
RotaryCraft:rotarycraft_item_machine:7, Fermenter
RotaryCraft:rotarycraft_item_machine:8, Floodlight
RotaryCraft:rotarycraft_item_machine:9, Clutch
RotaryCraft:rotarycraft_item_machine:10, Dynamometer
RotaryCraft:rotarycraft_item_machine:11, Grinder
RotaryCraft:rotarycraft_item_machine:12, Heat Ray
RotaryCraft:rotarycraft_item_machine:13, Lubricant Hose
RotaryCraft:rotarycraft_item_machine:14, Boring Machine
RotaryCraft:rotarycraft_item_machine:15, Light Bridge
RotaryCraft:rotarycraft_item_machine:16, Pump
RotaryCraft:rotarycraft_item_machine:17, Liquid Pipe
RotaryCraft:rotarycraft_item_machine:18, Reservoir
RotaryCraft:rotarycraft_item_machine:19, Aerosolizer
RotaryCraft:rotarycraft_item_machine:20, Extractor
RotaryCraft:rotarycraft_item_machine:21, Pulse Jet Furnace
RotaryCraft:rotarycraft_item_machine:22, Compactor
RotaryCraft:rotarycraft_item_machine:23, Fan
RotaryCraft:rotarycraft_item_machine:24, Fuel Line
RotaryCraft:rotarycraft_item_machine:25, Fractionation Unit
RotaryCraft:rotarycraft_item_machine:26, Ground Penetrating Radar
RotaryCraft:rotarycraft_item_machine:27, Obsidian Factory
RotaryCraft:rotarycraft_item_machine:28, Pile Driver
RotaryCraft:rotarycraft_item_machine:29, Item Vacuum
RotaryCraft:rotarycraft_item_machine:30, Fireworks Display
RotaryCraft:rotarycraft_item_machine:31, Sprinkler
RotaryCraft:rotarycraft_item_machine:32, Woodcutter
RotaryCraft:rotarycraft_item_machine:33, Spawner Controller
RotaryCraft:rotarycraft_item_machine:34, Player Detector
RotaryCraft:rotarycraft_item_machine:35, Heater
RotaryCraft:rotarycraft_item_machine:36, Bait Box
RotaryCraft:rotarycraft_item_machine:37, Auto Breeder
RotaryCraft:rotarycraft_item_machine:38, Engine Control Unit
RotaryCraft:rotarycraft_item_machine:39, Smoke Detector
RotaryCraft:rotarycraft_item_machine:40, Mob Radar
RotaryCraft:rotarycraft_item_machine:41, Coil Winder
RotaryCraft:rotarycraft_item_machine:43, TNT Cannon
RotaryCraft:rotarycraft_item_machine:44, Sonic Weapon
RotaryCraft:rotarycraft_item_machine:45, Blast Furnace
RotaryCraft:rotarycraft_item_machine:46, Force Field
RotaryCraft:rotarycraft_item_machine:47, Music Box
RotaryCraft:rotarycraft_item_machine:48, Liquid Spiller
RotaryCraft:rotarycraft_item_machine:49, Chunk Loader
RotaryCraft:rotarycraft_item_machine:50, Mob Harvester
RotaryCraft:rotarycraft_item_machine:52, Projector 
RotaryCraft:rotarycraft_item_machine:53, RailGun
RotaryCraft:rotarycraft_item_machine:54, Silver Iodide Cannon
RotaryCraft:rotarycraft_item_machine:55, Item Refresher
RotaryCraft:rotarycraft_item_machine:56, Freeze Gun
RotaryCraft:rotarycraft_item_machine:57, Cave Scanner
RotaryCraft:rotarycraft_item_machine:58, Scaleable Chest
RotaryCraft:rotarycraft_item_machine:59, Firestarter
RotaryCraft:rotarycraft_item_machine:60, Magnetizing Unit
RotaryCraft:rotarycraft_item_machine:61, Containment Field
RotaryCraft:rotarycraft_item_machine:62, CCTV Screen
RotaryCraft:rotarycraft_item_machine:63, Steel Purifier
RotaryCraft:rotarycraft_item_machine:64, Laser Gun
RotaryCraft:rotarycraft_item_machine:65, Item Cannon
RotaryCraft:rotarycraft_item_machine:66, Land Mine
RotaryCraft:rotarycraft_item_machine:67, Friction Heater
RotaryCraft:rotarycraft_item_machine:68, Block Cannon
RotaryCraft:rotarycraft_item_machine:69, Bucket Filler
RotaryCraft:rotarycraft_item_machine:70, Solar Mirror
RotaryCraft:rotarycraft_item_machine:71, Solar Tower
RotaryCraft:rotarycraft_item_machine:72, Aerial Camera
RotaryCraft:rotarycraft_item_machine:73, Self Destruct Mechanism
RotaryCraft:rotarycraft_item_machine:74, Cooling Fin
RotaryCraft:rotarycraft_item_machine:75, Worktable
RotaryCraft:rotarycraft_item_machine:78, Display Screen
RotaryCraft:rotarycraft_item_machine:79, Bright Lamp
RotaryCraft:rotarycraft_item_machine:80, EMP Machine
RotaryCraft:rotarycraft_item_machine:81, Block Ram
RotaryCraft:rotarycraft_item_machine:82, Beam Mirror
RotaryCraft:rotarycraft_item_machine:83, Multi-Directional Clutch
RotaryCraft:rotarycraft_item_machine:84, Terraformer
RotaryCraft:rotarycraft_item_machine:85, Sorting Machine
RotaryCraft:rotarycraft_item_machine:86, Fuel Enhancer
RotaryCraft:rotarycraft_item_machine:87, Arrow Gun
RotaryCraft:rotarycraft_item_machine:88, Friction Boiler
RotaryCraft:rotarycraft_item_machine:89, Steam Turbine
RotaryCraft:rotarycraft_item_machine:89, Steam Turbine
RotaryCraft:rotarycraft_item_machine:90, Fertilizer
RotaryCraft:rotarycraft_item_machine:91, Rock Melter
RotaryCraft:rotarycraft_item_machine:92, Electric Generator
RotaryCraft:rotarycraft_item_machine:93, Electric Motor
RotaryCraft:rotarycraft_item_machine:93, Electric Motor
RotaryCraft:rotarycraft_item_machine:94, Valve Pipe
RotaryCraft:rotarycraft_item_machine:95, Bypass Pipe
RotaryCraft:rotarycraft_item_machine:96, Separation Pipe
RotaryCraft:rotarycraft_item_machine:97, Dew Point Aggregator
RotaryCraft:rotarycraft_item_machine:98, Air Pressure Gun
RotaryCraft:rotarycraft_item_machine:99, Sonic Borer
RotaryCraft:rotarycraft_item_machine:100, Fuel Powered Engine
RotaryCraft:rotarycraft_item_machine:101, Filling Station
RotaryCraft:rotarycraft_item_machine:102, Belt Hub
RotaryCraft:rotarycraft_item_machine:103, Van De Graaff Generator
RotaryCraft:rotarycraft_item_machine:104, Defoliation Machine
RotaryCraft:rotarycraft_item_machine:105, Lava Smeltery
RotaryCraft:rotarycraft_item_machine:106, Liquid Distillery
RotaryCraft:rotarycraft_item_machine:107, Suction Pipe
RotaryCraft:rotarycraft_item_machine:108, Rotational Dynamo
RotaryCraft:rotarycraft_item_machine:109, Magnetostatic Engine
RotaryCraft:rotarycraft_item_machine:109, Magnetostatic Engine
RotaryCraft:rotarycraft_item_machine:110, Fluid Crystallizer
RotaryCraft:rotarycraft_item_machine:111, Shaft Power Bus Controller
RotaryCraft:rotarycraft_item_machine:112, Shaft Power Bus
RotaryCraft:rotarycraft_item_machine:113, Particle Display
RotaryCraft:rotarycraft_item_machine:114, Ground Sprinkler
RotaryCraft:rotarycraft_item_machine:115, Grindstone
RotaryCraft:rotarycraft_item_machine:116, Pneumatic Item Pump
RotaryCraft:rotarycraft_item_machine:118, Refrigeration Unit
RotaryCraft:rotarycraft_item_machine:119, Fluid Compression Chamber
RotaryCraft:rotarycraft_item_machine:120, AutoCrafting Unit
RotaryCraft:rotarycraft_item_machine:121, Composter
RotaryCraft:rotarycraft_item_machine:122, Anti-Air Gun
RotaryCraft:rotarycraft_item_machine:123, Pipe Pump
RotaryCraft:rotarycraft_item_machine:124, Chain Drive
RotaryCraft:rotarycraft_item_machine:125, Centrifuge
RotaryCraft:rotarycraft_item_machine:126, Bedrock Pipe
RotaryCraft:rotarycraft_item_machine:127, Drying Bed
RotaryCraft:rotarycraft_item_machine:128, Liquefaction Machine
RotaryCraft:rotarycraft_item_machine:129, Block Drop Processor
RotaryCraft:rotarycraft_item_machine:130, Item Filter
RotaryCraft:rotarycraft_item_machine:131, Soil Hydrator
RotaryCraft:rotarycraft_item_engine:0, DC Electric Engine
RotaryCraft:rotarycraft_item_engine:1, Wind Turbine
RotaryCraft:rotarycraft_item_engine:2, Steam Engine
RotaryCraft:rotarycraft_item_engine:3, Gasoline Engine
RotaryCraft:rotarycraft_item_engine:4, AC Electric Engine
RotaryCraft:rotarycraft_item_engine:5, Performance Engine
RotaryCraft:rotarycraft_item_engine:6, Hydrokinetic Engine
RotaryCraft:rotarycraft_item_engine:7, Microturbine
RotaryCraft:rotarycraft_item_engine:8, Gas Turbine
RotaryCraft:rotarycraft_item_shaft:0, Wood Shaft
RotaryCraft:rotarycraft_item_shaft:1, Stone Shaft
RotaryCraft:rotarycraft_item_shaft:2, Steel Shaft
RotaryCraft:rotarycraft_item_shaft:3, Diamond Shaft
RotaryCraft:rotarycraft_item_shaft:4, Bedrock Shaft
RotaryCraft:rotarycraft_item_shaft:5, Shaft Cross
RotaryCraft:rotarycraft_item_gearbox:0, Wooden 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:1, Stone 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:2, Steel 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:3, Diamond 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:4, Bedrock 2:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:5, Wooden 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:6, Stone 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:7, Steel 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:8, Diamond 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:9, Bedrock 4:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:10, Wooden 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:11, Stone 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:12, Steel 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:13, Diamond 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:14, Bedrock 8:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:15, Wooden 16:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:16, Stone 16:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:17, Steel 16:1 Gearbox
RotaryCraft:rotarycraft_item_gearbox:18, Diamond 16:1 Gearbox
